Duration,Clicks_Plus_Leads,Clicks,Leads,Revenue
28,5907,3746,2161,779746
11,1498,1219,279,61950
20,2925,1877,1048,278300
12,5165,4090,1075,277139
6,3378,2294,1084,131936
17,8292,5510,2782,1051650
13,789,554,235,68470
30,9041,6545,2496,520138
5,9684,6431,3253,629045
28,8992,7140,1852,682693
8,1774,1269,505,134673
26,14158,10538,3620,738369
25,2889,2114,775,79530
14,15046,10797,4249,621978
19,2957,2210,747,154675
30,6885,4837,2048,177688
29,3459,2794,665,162811
17,5354,4402,952,363440
30,13992,10065,3927,1105003
13,3842,2502,1340,567624
19,2253,1724,529,305361
7,2440,1725,715,298496
27,6556,4351,2205,305207
14,2209,1641,568,156512
16,4913,3793,1120,271872
21,2438,1568,870,381416
30,7804,5471,2333,514786
8,3445,2216,1229,326895
17,10084,7602,2482,331643
20,4303,3511,792,162336
11,10172,7648,2524,1035090
11,2685,1777,908,128935
19,10038,6448,3590,510113
16,2658,1864,794,187967
11,1562,1206,356,197096
13,6950,4426,2524,312360
14,4626,3274,1352,338670
9,2733,1749,984,119193
21,13304,9397,3907,552965
14,4797,3044,1753,367696
7,988,802,186,76220
11,2057,1465,592,129390
6,2817,1956,861,90736
20,8384,6943,1441,157412
6,2311,1551,760,89148
28,1988,1575,413,130296
14,5647,3964,1683,418011
15,3545,2852,693,313369
19,3579,2351,1228,102666
25,8972,5999,2973,588420
28,800,600,200,29410
21,6439,4378,2061,455910
6,6929,4718,2211,625664
30,3636,2427,1209,258540
14,11541,7546,3995,1511028
29,7560,6081,1479,408955
25,8631,5568,3063,743696
6,7559,5782,1777,187941
9,9114,6007,3107,766196
9,3858,3108,750,75640
6,9516,6332,3184,781305
23,5798,4000,1798,466992
12,14494,9641,4853,760452
10,4707,3115,1592,324499
20,3059,2432,627,210540
20,9531,7604,1927,420400
20,2651,2061,590,78234
23,5692,4327,1365,198536
30,8863,6106,2757,408044
20,15952,11643,4309,732718
12,2467,1862,605,201122
5,2109,1532,577,224460
13,7044,4502,2542,674724
28,6584,4238,2346,261457
12,18565,12509,6056,2051872
15,2212,1431,781,165550
30,17605,11905,5700,3474120
30,3035,2244,791,145699
5,4794,3011,1783,239190
27,11377,7830,3547,1685289
27,3632,2473,1159,216821
23,3954,2670,1284,285980
26,1678,1111,567,122283
9,1716,1259,457,177422
12,11996,8782,3214,822987
10,3813,2819,994,306072
20,12187,9464,2723,1313400
18,3763,2599,1164,376431
23,6163,4055,2108,342976
21,7205,4717,2488,784300
21,11093,7851,3242,464196
16,308,249,59,20119
25,16574,11372,5202,958709
23,3369,2272,1097,446556
12,3076,2519,557,132271
12,5985,4659,1326,335177
25,952,638,314,111231
20,1107,866,241,39300
11,928,682,246,69575
29,1896,1367,529,274505
15,2544,1706,838,236160
23,10941,7673,3268,728728
11,18409,14165,4244,1889822
18,1862,1384,478,232130
27,4157,3343,814,310812
23,3189,2005,1184,182608
26,2941,2284,657,146616
9,4299,3192,1107,207132
20,5086,3404,1682,433350
12,2120,1440,680,324786
17,3200,2541,659,82812
7,4654,3664,990,390320
22,4847,3667,1180,371910
19,5483,3970,1513,582156
26,7943,6327,1616,416640
14,4008,3025,983,160776
14,6434,4622,1812,430965
8,13323,8955,4368,1063230
18,1737,1301,436,204152
23,13540,9114,4426,834536
9,5820,4271,1549,604902
10,6758,5209,1549,315180
5,8632,5688,2944,709674
17,4560,3176,1384,555076
20,4582,3054,1528,433752
17,12283,9367,2916,485184
17,2216,1821,395,57477
29,5638,4220,1418,322422
25,12522,8730,3792,1094610
10,413,268,145,13677
26,4591,3404,1187,101696
27,13243,10064,3179,1056096
9,4078,2825,1253,218400
30,2763,2163,600,86376
13,17438,12130,5308,434502
12,1165,969,196,26574
18,5028,3347,1681,363411
6,4321,2793,1528,810877
14,8479,5412,3067,410515
11,2468,1898,570,77184
10,13538,9252,4286,1232374
11,2655,1837,818,139635
18,7197,5279,1918,832016
7,11139,7490,3649,623700
25,7504,5281,2223,736957
11,1292,991,301,45955
22,1884,1529,355,74640
22,3296,2560,736,132457
16,3924,2696,1228,279612
13,3159,1981,1178,146490
20,8531,6203,2328,631235
13,12094,8796,3298,786466
18,12068,9013,3055,1156155
27,5816,4777,1039,109158
16,16623,12312,4311,1092170
14,10134,6935,3199,504560
16,2818,1977,841,189036
19,8578,6294,2284,795990
30,2753,2151,602,62805
28,936,774,162,34126
26,6644,5245,1399,411840
29,7559,5542,2017,698250
24,11607,8366,3241,1577204
16,1792,1404,388,87075
15,2868,1905,963,227180
18,5339,4227,1112,627263
26,3712,2473,1239,294096
18,1778,1150,628,194373
5,2572,1614,958,182113
25,9353,6273,3080,359544
11,9987,8273,1714,421872
27,5064,3678,1386,534531
21,563,360,203,35807
30,7015,5572,1443,705812
23,11780,8201,3579,1178996
7,1037,789,248,83400
20,6598,4368,2230,558415
9,14159,9397,4762,1258786
24,958,722,236,67513
15,3163,2384,779,94233
21,4103,2972,1131,570624
23,694,460,234,75174
9,3693,3053,640,125598
28,8115,6029,2086,664605
27,10953,7350,3603,266490
18,5591,3844,1747,451188
14,1256,980,276,28809
7,2728,1792,936,182758
14,3853,3112,741,313794
5,6571,4462,2109,264576
15,4444,3651,793,360400
7,1850,1526,324,116571
10,4652,3432,1220,608850
9,3277,2275,1002,149443
5,6005,4203,1802,446500
26,3251,2168,1083,122740
26,4049,3304,745,114456
12,11640,8579,3061,225400
14,22797,14344,8453,2070786
7,1336,908,428,212160
23,16460,11332,5128,688721
10,806,546,260,108324
18,13276,10967,2309,1371384
29,6570,4406,2164,297275
19,4106,3104,1002,167348
6,8021,5251,2770,384031
22,15460,11534,3926,1048608
27,3519,2639,880,164724
10,6031,4023,2008,389906
30,1558,1084,474,161975
18,10302,7087,3215,1357460
17,5284,3935,1349,703684
15,15153,10715,4438,1146600
5,1014,737,277,68200
13,4795,3035,1760,754380
15,9291,5880,3411,1437240
24,1107,894,213,51336
23,9229,5970,3259,429058
22,7254,4965,2289,398480
10,2196,1597,599,160782
19,11280,7114,4166,2047276
12,12510,8342,4168,1249246
16,19299,12327,6972,1809503
20,3027,2273,754,229758
25,11668,8193,3475,1342236
26,6752,4704,2048,262480
21,7446,4780,2666,1061452
28,7966,5048,2918,900740
15,1591,1055,536,266178
7,8689,6724,1965,421120
8,1839,1473,366,28512
30,6115,4201,1914,272000
9,10540,7490,3050,302918
25,18910,14132,4778,1842750
15,8044,5355,2689,681712
25,3593,2723,870,100100
19,3121,2098,1023,265335
30,3054,2076,978,319782
22,5466,3967,1499,386954
10,1093,706,387,75692
25,4176,2691,1485,844452
16,12776,10620,2156,605934
26,2493,1857,636,101890
20,2772,2213,559,225246
9,6755,4447,2308,769576
10,15777,11157,4620,769920
22,8801,6613,2188,961224
14,12008,9203,2805,402320
23,1918,1387,531,96408
11,5873,4579,1294,409528
14,1316,838,478,66585
27,3224,2453,771,147560
16,1630,1147,483,199728
25,3791,2984,807,141515
20,8811,5657,3154,1068042
16,8156,5716,2440,357298
14,1053,856,197,67410
6,9549,7122,2427,706992
19,2837,1962,875,141050
17,2135,1424,711,305721
19,4620,3047,1573,654870
7,959,619,340,87232
20,1140,860,280,98100
23,7219,6007,1212,189205
13,9017,6600,2417,1134783
24,7167,4723,2444,542570
13,11260,7156,4104,564828
13,11016,8624,2392,536608
6,3922,3210,712,278200
29,2975,1912,1063,396144
26,2226,1458,768,235056
12,12190,8525,3665,920640
29,8404,5709,2695,612390
8,11195,7038,4157,967260
13,2860,2038,822,249854
13,10427,7313,3114,919296
9,6658,4390,2268,411673
24,2005,1501,504,49560
29,15867,11511,4356,1465913
13,12497,10058,2439,1372598
14,17508,11335,6173,840642
19,1244,890,354,131064
6,2632,1869,763,358190
12,4662,3795,867,141700
30,7912,6383,1529,653730
29,10498,7704,2794,887040
23,4217,2808,1409,370376
30,4907,3623,1284,315226
13,18260,12346,5914,1547442
28,8859,6233,2626,872592
10,15048,11108,3940,270974
5,1529,1133,396,123747
25,2611,2053,558,76608
17,8195,5368,2827,1349829
16,5898,3940,1958,399848
30,2147,1530,617,210540
14,10092,6783,3309,857506
23,5291,4392,899,429100
16,9964,6568,3396,1540694
7,5102,3383,1719,884304
24,8035,5485,2550,635582
11,5601,3963,1638,802142
16,3354,2206,1148,260623
14,1855,1438,417,140919
20,9183,6550,2633,607246
21,5547,4104,1443,168324
17,2038,1315,723,295928
13,5909,4396,1513,294413
29,4680,3804,876,283392
17,12321,7749,4572,831488
7,1243,1036,207,43648
9,10587,7783,2804,1108800
30,5689,4219,1470,285664
28,17739,12185,5554,1189626
9,1963,1593,370,111504
25,10552,6599,3953,648760
27,6519,4904,1615,604843
15,6688,5568,1120,226920
24,2967,2204,763,159507
5,3209,2030,1179,134706
21,1364,1076,288,104832
25,2541,1988,553,181118
14,1210,993,217,29397
25,11616,9301,2315,595140
21,3335,2694,641,101008
14,7730,5287,2443,1063225
12,14216,9712,4504,984520
19,3834,3170,664,238779
16,7007,4723,2284,361100
28,10117,7110,3007,511612
23,4844,3631,1213,306916
19,13018,9766,3252,1184790
28,6741,5045,1696,367360
28,3125,2343,782,204092
24,11212,8616,2596,399798
18,8927,6859,2068,452676
18,17613,11749,5864,2297550
11,16287,12714,3573,573852
18,5791,4141,1650,128016
30,2102,1383,719,278932
17,9891,8205,1686,149990
18,5656,4267,1389,278160
7,3583,2501,1082,229152
30,15063,12413,2650,265031
18,8856,7247,1609,267510
28,2288,1852,436,137256
21,6856,4516,2340,862776
18,4908,3258,1650,463638
5,1677,1128,549,102524
30,4695,3477,1218,248296
24,2259,1495,764,74655
25,3825,2804,1021,258795
23,8781,5617,3164,216580
30,7351,5957,1394,401280
30,14882,11352,3530,711872
9,2480,1744,736,63630
18,15972,11403,4569,1739466
29,4631,3438,1193,250887
6,3576,2337,1239,447167
12,1245,974,271,67872
19,3070,2416,654,242262
7,7121,4568,2553,533922
22,13428,10592,2836,409500
10,13316,9318,3998,1196460
20,7574,5062,2512,899232
11,9850,6391,3459,2102643
19,5495,3440,2055,546896
27,2373,1760,613,193760
19,13848,10090,3758,539784
30,1381,1121,260,53100
8,4280,3517,763,216961
22,6421,4463,1958,433793
24,1470,1036,434,57652
20,2549,1970,579,116332
14,2838,1985,853,246480
16,13363,9264,4099,837392
11,4027,2808,1219,217756
11,4027,2702,1325,495729
5,14334,10980,3354,723731
13,1772,1472,300,96534
29,17902,12059,5843,1371216
9,14681,10891,3790,1199872
21,20499,13066,7433,2572182
18,2276,1875,401,128856
10,3235,2399,836,229100
19,12283,8195,4088,847198
24,6772,4542,2230,819108
8,6006,4150,1856,738514
23,13956,11151,2805,1126076
10,11315,8018,3297,1009210
10,4591,3195,1396,385500
21,13997,10351,3646,1533897
6,4654,3653,1001,140238
26,4449,3596,853,102393
22,15743,11914,3829,802200
6,7757,6278,1479,417900
11,4924,3541,1383,703901
12,14343,10850,3493,1362432
26,6877,5525,1352,516925
25,10225,6725,3500,1084538
13,8472,6894,1578,282750
29,2311,1575,736,297155
15,11423,7566,3857,1001775
13,10332,6696,3636,1543842
5,6506,4269,2237,385164
20,3415,2205,1210,129168
23,11017,8441,2576,990675
27,2335,1725,610,246024
27,15322,11803,3519,1577475
8,2060,1420,640,257180
26,4432,3405,1027,414220
28,1699,1181,518,103836
21,2896,1962,934,411232
12,5276,3320,1956,378209
19,15145,9802,5343,1266885
5,9119,6425,2694,951405
13,8701,6233,2468,385440
8,3370,2319,1051,318339
26,5163,3514,1649,434523
17,3972,2806,1166,348192
22,13776,9876,3900,325872
15,2431,1577,854,127193
8,4442,3235,1207,233937
20,2939,2157,782,215118
23,2380,1952,428,104139
6,5345,3592,1753,588965
23,5328,4101,1227,126690
11,4083,3237,846,380205
21,7387,4856,2531,1237314
17,917,728,189,28148
8,15216,9999,5217,2048908
15,1872,1282,590,151200
15,3999,2866,1133,354464
27,15514,10408,5106,1699335
29,8678,7175,1503,592150
26,4240,3317,923,84336
24,6799,4789,2010,660788
27,13194,8360,4834,968728
19,3952,3072,880,186296
13,8184,5475,2709,790744
30,9050,6004,3046,1234608
15,3803,2906,897,398582
15,2636,2164,472,186825
26,1993,1312,681,260565
18,5259,3366,1893,910356
21,3181,2607,574,143041
19,2721,2177,544,213080
30,10756,8288,2468,237350
5,12708,8664,4044,364182
19,2698,1944,754,271975
9,11666,9428,2238,329013
19,6456,4681,1775,476805
21,4768,3421,1347,362406
24,13501,8577,4924,2019512
21,9520,6049,3471,631380
7,10448,8122,2326,850014
11,4390,3156,1234,607653
19,11886,8080,3806,1396200
17,1501,970,531,220955
11,2195,1454,741,85540
11,5610,4062,1548,555509
24,6452,4750,1702,636648
15,5620,3762,1858,453180
15,2979,2252,727,262422
14,11112,7961,3151,704346
26,8461,5922,2539,616998
10,5986,4253,1733,236334
23,9068,6200,2868,584584
21,2491,1787,704,328517
8,1802,1194,608,119879
23,8026,5503,2523,761493
21,12210,7762,4448,1296284
8,4693,3262,1431,508266
25,4472,3483,989,122996
6,2269,1682,587,127966
12,6416,4205,2211,532560
11,8118,6761,1357,274188
6,8760,6435,2325,539500
29,2420,1845,575,157608
5,3346,2153,1193,371448
18,10021,8254,1767,613050
26,6142,4400,1742,913560
21,10255,8288,1967,152852
11,2361,1582,779,161654
28,2627,1941,686,66654
5,8412,6789,1623,751245
8,7348,4835,2513,319464
26,6895,5508,1387,343350
17,2067,1626,441,128464
19,4100,3088,1012,315590
13,7224,5657,1567,782248
19,2020,1446,574,296192
28,4551,3612,939,192973
25,13135,9051,4084,1799280
21,10483,6713,3770,1383798
21,1738,1174,564,138165
28,7513,5969,1544,669600
8,5798,4767,1031,168116
14,1048,841,207,53040
6,2502,1908,594,209418
24,5343,3696,1647,306506
23,7342,5083,2259,725670
15,4264,2703,1561,240656
13,6290,3968,2322,713030
28,4746,3439,1307,230955
29,1421,1022,399,113050
15,4660,3705,955,162513
25,16884,11511,5373,724560
10,14077,10027,4050,1191294
15,1783,1237,546,142396
21,5423,3600,1823,492894
12,10608,7477,3131,1680666
18,9373,6304,3069,1283772
14,377,299,78,19992
27,4817,3676,1141,387900
22,20820,14049,6771,3528967
8,2385,1761,624,127968
16,14632,9976,4656,862512
13,18508,12237,6271,511520
5,12911,8330,4581,800956
12,15758,10617,5141,555730
15,1283,967,316,63918
20,5611,3548,2063,663500
20,9334,6001,3333,1137136
9,3685,2929,756,112462
9,2380,1762,618,367239
12,4288,3240,1048,230445
29,1140,756,384,61628
8,4896,3390,1506,315491
23,5297,3788,1509,518245
6,631,415,216,117490
24,3478,2540,938,391251
28,3499,2507,992,230920
28,2974,1978,996,352836
5,2890,2374,516,196639
15,3951,2976,975,210752
26,5606,4260,1346,265762
9,12695,8009,4686,1001474
23,10258,7467,2791,537537
5,11545,7905,3640,354939
26,4910,3617,1293,495087
17,12284,9084,3200,939550
12,17509,11321,6188,1260504
5,3793,2531,1262,274477
7,4449,3038,1411,599454
14,13968,9385,4583,1754678
13,13453,8472,4981,1112292
11,2575,2064,511,155826
25,10117,6641,3476,1406344
12,14987,9530,5457,1528664
11,504,385,119,33746
14,3522,2202,1320,471552
11,9568,7840,1728,355200
15,3614,2562,1052,473121
18,14752,9813,4939,1113280
7,5466,3755,1711,671184
28,5640,4256,1384,355696
19,6748,5479,1269,271469
9,3850,2778,1072,254500
16,9292,5902,3390,1454617
28,16877,11044,5833,1105431
5,9958,6450,3508,381746
5,16787,12024,4763,2224440
11,4214,2845,1369,280476
17,2292,1520,772,285190
11,21061,14157,6904,3420029
22,16895,11137,5758,2006037
7,4930,3231,1699,304560
15,8381,5535,2846,763725
27,9842,7060,2782,335885
30,14239,9559,4680,658546
18,4951,3542,1409,500220
23,4722,3202,1520,241045
18,1797,1457,340,116424
18,650,517,133,33768
23,2097,1694,403,63339
15,12137,7875,4262,864065
19,8088,5120,2968,879396
25,5208,3358,1850,401024
26,4441,3247,1194,497826
22,1846,1469,377,122057
18,6931,4920,2011,361665
6,2437,1917,520,100206
8,8272,6119,2153,716510
29,6132,4486,1646,447975
10,4542,3085,1457,597372
27,14958,9683,5275,2442872
28,15299,11020,4279,1666080
5,7510,6118,1392,361743
26,6751,5485,1266,285665
6,3573,2251,1322,316192
27,2927,1847,1080,356421
9,10221,7819,2402,347958
16,10730,7532,3198,896569
13,4659,3013,1646,423640
22,7811,5737,2074,428168
28,3608,2788,820,302986
23,13749,8648,5101,2773299
18,2152,1553,599,176640
23,3580,2659,921,367263
7,4159,2721,1438,339602
11,5352,4144,1208,519114
17,12706,8547,4159,509040
19,2489,1591,898,352428
12,5188,3902,1286,194643
20,7903,5913,1990,515823
16,5501,4358,1143,252864
28,13285,8944,4341,1295580
18,5986,4411,1575,374736
16,17861,12313,5548,2964555
13,7135,5819,1316,492075
21,9467,6327,3140,310674
22,5013,3538,1475,208650
13,6829,5375,1454,137750
9,6604,4703,1901,535920
19,10844,8134,2710,1143452
19,13676,9776,3900,578460
30,5881,4335,1546,344988
23,6195,4563,1632,418502
18,3726,2773,953,325026
24,4028,2827,1201,153081
22,5264,3668,1596,327050
6,2125,1625,500,170660
28,6178,4326,1852,758379
6,2224,1502,722,319024
24,10273,7231,3042,854560
9,1706,1170,536,173353
25,1214,981,233,77526
12,7774,5596,2178,506331
29,4522,3044,1478,276284
10,1891,1546,345,97325
9,9720,7172,2548,324548
6,4133,3278,855,159468
19,3423,2145,1278,390288
15,1449,1124,325,36764
15,2346,1840,506,109650
19,4973,3791,1182,380484
13,11817,9588,2229,834882
12,4869,3272,1597,120744
21,3773,2566,1207,164703
26,1613,1245,368,45588
19,4868,3648,1220,226525
11,958,656,302,83054
6,3554,2560,994,123697
15,7975,5755,2220,1059030
5,2458,1723,735,414947
9,10077,8067,2010,210726
9,1874,1188,686,141900
16,8111,5084,3027,925177
22,11010,7835,3175,1528722
16,6937,4639,2298,349932
19,14475,11878,2597,620800
17,1801,1193,608,226696
10,9186,6039,3147,711039
17,7528,5642,1886,272538
26,3986,2898,1088,238264
18,11703,7570,4133,1315485
17,9910,7416,2494,876000
15,1655,1041,614,216474
21,3203,2090,1113,484188
23,8006,5894,2112,305748
13,11168,8903,2265,728325
15,1805,1412,393,136942
22,3905,3196,709,114716
18,3603,2607,996,460460
21,1298,1060,238,68355
27,3250,2233,1017,172260
12,4800,3035,1765,187110
5,9457,6388,3069,1010331
25,12562,8764,3798,1944810
16,14848,10139,4709,1600080
20,1358,917,441,182151
30,3162,2598,564,111325
16,4451,3617,834,355284
25,8006,6467,1539,141282
13,9010,6287,2723,353200
14,5209,4223,986,174894
8,7668,4919,2749,591991
24,8443,6625,1818,527436
20,4068,2684,1384,709632
22,7987,6420,1567,325171
19,10097,6991,3106,736560
10,448,351,97,47640
28,16485,10886,5599,1858450
7,17183,12541,4642,1372920
14,3225,2287,938,210450
13,6587,4455,2132,912186
15,2142,1737,405,88641
20,13202,10981,2221,793323
27,8684,6332,2352,274799
17,10513,6697,3816,1629865
5,5121,4139,982,168238
9,4146,3436,710,114882
10,3110,2480,630,52824
25,2676,1748,928,249980
19,3457,2372,1085,287496
24,3341,2585,756,267712
10,2874,1811,1063,282734
12,13326,9651,3675,855054
24,7632,4962,2670,1325265
6,6337,4854,1483,468796
26,7307,4666,2641,760740
30,1977,1436,541,157263
30,1436,996,440,121900
24,3541,2915,626,195139
12,2507,2020,487,65985
12,2938,1874,1064,351721
26,5832,4403,1429,482980
5,12994,9532,3462,1035348
20,12725,9499,3226,652018
6,9414,6686,2728,503496
8,12859,9247,3612,870508
11,3130,1971,1159,243272
9,3775,2865,910,253920
22,13391,8605,4786,720297
6,10060,7961,2099,1129626
15,3140,2284,856,429000
20,4805,3645,1160,266724
7,2284,1506,778,131166
24,5222,3626,1596,134668
22,11466,7256,4210,1601873
19,7883,6506,1377,251098
9,1913,1309,604,202884
23,1889,1272,617,229663
14,3754,2723,1031,92092
13,1776,1440,336,133000
25,10913,7194,3719,1377216
21,6235,4620,1615,319555
21,4939,3873,1066,395400
16,9812,6512,3300,559773
17,7338,5731,1607,437710
12,2086,1324,762,322964
13,4576,3158,1418,394002
30,9184,6474,2710,1416284
26,13109,8856,4253,915244
16,2169,1556,613,298188
8,3953,2801,1152,397310
26,6143,4026,2117,1193906
26,1497,1079,418,63336
23,4933,3473,1460,381201
26,5603,4296,1307,483718
30,2629,1653,976,502537
30,4879,3990,889,128414
29,7510,5379,2131,678480
13,3078,2371,707,193584
6,16753,11374,5379,2843256
16,1810,1272,538,62208
14,3971,2680,1291,192632
29,2591,2097,494,163485
14,8779,6180,2599,863745
16,2047,1499,548,247494
11,8771,6643,2128,255320
7,1949,1295,654,327952
22,3416,2430,986,68200
20,4770,3058,1712,563192
12,3278,2730,548,102544
25,867,605,262,113275
5,5237,3682,1555,285494
19,18155,11754,6401,2221101
10,3133,1977,1156,113850
22,4695,3648,1047,91143
7,4092,2620,1472,224651
28,3663,2610,1053,117200
30,14669,10895,3774,1148550
26,4445,3441,1004,164560
18,16564,11168,5396,2512692
27,14283,9357,4926,793709
8,8654,6343,2311,559364
10,5941,4328,1613,546304
12,6122,4655,1467,766227
27,4677,3090,1587,286512
9,2914,2409,505,83370
12,1846,1268,578,228655
29,3061,2229,832,261919
7,2629,1827,802,258942
16,12119,8185,3934,1666842
8,4385,2925,1460,189392
27,7401,4949,2452,659813
11,2552,1774,778,167772
14,15176,12470,2706,345708
9,9524,6431,3093,1387996
20,6826,5452,1374,445842
22,1561,1094,467,212436
15,3620,2593,1027,233100
11,1840,1162,678,186912
12,9623,7062,2561,625194
17,9075,6547,2528,867219
9,2155,1634,521,200384
10,5820,4807,1013,218592
11,11117,8433,2684,228938
18,11679,8446,3233,561459
11,3039,2430,609,190988
21,5237,3554,1683,669350
27,14660,10446,4214,1018446
12,6226,4573,1653,211116
23,1623,1072,551,256519
29,2166,1481,685,97344
9,9140,6202,2938,1229262
30,3154,2127,1027,194225
26,4820,3554,1266,691678
25,11923,8121,3802,980424
7,5200,3533,1667,477100
11,3953,2828,1125,224612
